"Item_Code";"Item_Name";"Item_cls";"Section_Cls";"Group_Cls";"External_Description";"MakeOrBuy_Cls";"Supplier_Code";"Delivery_Lead_Time";"Stock_Control_Cls";"Warehouse_Code";"Location_Code";"Unit_Cls";"Safety_Stock";"Max_Stock";"Min_Stock";"Packing_Type";"Packing_Qty";"UseLot_Cls";"Production_Cls";"Manufacture_Code";"Line_Code";"Thickness";"Width";"Length";"Net_Weight";"FIFO_Cls";"Storage_Type";"Material_Type";"Titik_Bakar";"Shelf_Life_Day";"LastUpdate"
"6921025E";"GALAXOLIDE 50 BB EX IFF UK <=> 6921060N <=> 6921064R";"R";"";"69";"Incoming date";"P";"700170";"96";"1";"";"";"KG";"1200";"0";"0";"6921025E-200-KG";"200";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"NON DG";"730";"3/5/2021 2:33:00 PM"
"6921028H";"DECANOIC ACID D0050 <=> 6921017W <=> 6921038R";"R";"";"69";"";"P";"700160";"110";"1";"";"";"KG";"330";"0";"0";"6921028H-25-KG";"25";"LI";"P";"FL";"";"0";"0";"0";"25";"F";"";"0212";"";"730";"8/27/2020 4:12:00 PM"
"6921029I";"L-CARVONE FP24728 <=> 6921052F";"R";"";"69";"";"P";"700160";"90";"1";"";"";"KG";"140";"0";"0";"6921029I-25-KG";"25";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0200";"";"365";"7/2/2020 8:15:00 AM"
"6921031K";"OLEORESIN CAPSICUM 4010000056  (KOLENCERY PLANT)<=> 6921061O";"R";"";"69";"";"P";"802101";"90";"1";"";"";"KG";"6";"0";"0";"6921031K-4-KG";"4";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"";"730";"11/3/2020 10:12:00 AM"
"6921032L";"CARYOPHYLENE B900 2210021";"R";"";"69";"INC-SBFA";"P";"801951";"30";"1";"";"";"KG";"55";"0";"0";"6921032L-20-KG";"20";"LI";"P";"FLFR";"";"0";"0";"0";"25";"F";"";"0310";"";"730";"3/24/2021 3:34:00 PM"
"6921032L";"CARYOPHYLENE B900 2210021";"R";"";"69";"INC-SBFA";"P";"801951";"30";"1";"";"";"KG";"55";"0";"0";"6921032L-4.5-KG";"4.5";"LI";"P";"FLFR";"";"0";"0";"0";"25";"F";"";"0310";"";"730";"3/24/2021 3:34:00 PM"
"6921032L";"CARYOPHYLENE B900 2210021";"R";"";"69";"INC-SBFA";"P";"801951";"30";"1";"";"";"KG";"55";"0";"0";"6921032L-7-KG";"7";"LI";"P";"FLFR";"";"0";"0";"0";"25";"F";"";"0310";"";"730";"3/24/2021 3:34:00 PM"
"6921034N";"HEXANOIC ACID H0500 <=> 1921000F<=>6921062P";"R";"";"69";"INC-SBFA";"P";"700160";"90";"1";"";"";"KG";"200";"0";"0";"6921034N-25-KG";"25";"LI";"P";"FL";"";"0";"0";"0";"25";"F";"";"0210";"";"1095";"2/7/2021 12:51:00 AM"
"6921035O";"GALBANUM OIL AT 085";"R";"";"69";"";"P";"700250";"90";"1";"";"";"KG";"0.81";"0";"0";"6921035-10-KG";"10";"LI";"P";"FLFR";"";"0";"0";"0";"1";"F";"";"0210";"DG";"545";"11/8/2020 4:17:00 AM"
"6922009J";"CARAWAY OIL EXTRA<=>1122013T";"R";"";"69";"Incoming date";"P";"802141";"90";"1";"";"";"KG";"8";"0";"0";"6922009J-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"10";"F";"";"02101";"DG";"365";"3/21/2021 10:36:00 AM"
"6922011L";"WATERMELON KETONE <=> 6922012M <=> 6922014O<=>1222003U";"R";"";"69";"Incoming date";"P";"700410";"90";"1";"";"";"KG";"17";"0";"0";"6922011L-5-KG";"5";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8312";"";"730";"3/21/2020 12:00:00 AM"
"6922014O";"CALONE (WATERMELON KETONE)<=>6922012M<=>6922011L<=>1222003U";"R";"";"69";"incoming date";"P";"700250";"90";"1";"";"";"KG";"17";"0";"0";"6922014O-25-KG";"25";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8312";"";"365";"3/16/2021 1:22:00 PM"
"6923009Q";"GRAPEFRUIT PARADISE RCT";"R";"";"69";"INC-SBFA";"P";"802361";"90";"1";"";"";"KG";"15";"0";"0";"6923009Q-10-KG";"10";"LI";"P";"";"";"0";"0";"0";"1";"F";"";"0000";"DG";"365";"3/28/2021 4:43:00 PM"
"6923010R";"GREEN TEA LEAF FANN #580 <=> 6923019A";"R";"";"69";"";"P";"801101";"30";"1";"";"";"KG";"45";"0";"0";"6923010R-80-KG";"80";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0310";"";"365";"4/6/2021 4:52:00 PM"
"6923012T";"ANGGUR KING (FRESH FRUIT) Ci= 6911009J";"R";"";"69";"SLRS";"P";"801611";"7";"1";"";"";"KG";"0";"0";"0";"6923012T-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"1";"F";"";"0102";"";"7";"8/29/2017 1:59:00 PM"
"6923013U";"GLYCERINE USP (EX: EMERY) <=> 6923048D <=> 6923053I";"R";"";"69";"SLRS-SBFA";"P";"801121";"30";"1";"";"";"KG";"12000";"0";"0";"6923013U-200-KG";"200";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0310";"";"665";"6/27/2020 12:00:00 AM"
"6923014V";"P-CRESOL <=> 6923033O";"R";"";"69";"INC-SBFA";"P";"800631";"60";"1";"";"";"KG";"3";"0";"0";"6923014-2-KG";"2";"LI";"P";"FL";"";"0";"0";"0";"1";"F";"";"0300";"";"730";"6/27/2020 12:00:00 AM"
"6923014V";"P-CRESOL <=> 6923033O";"R";"";"69";"INC-SBFA";"P";"800631";"60";"1";"";"";"KG";"3";"0";"0";"6923014V-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"1";"F";"";"0300";"";"730";"6/27/2020 12:00:00 AM"
"6923014V";"P-CRESOL <=> 6923033O";"R";"";"69";"INC-SBFA";"P";"800631";"60";"1";"";"";"KG";"3";"0";"0";"6923014V-5-KG";"5";"LI";"P";"FL";"";"0";"0";"0";"1";"F";"";"0300";"";"730";"6/27/2020 12:00:00 AM"
"6923016X";"CLEMENTINE OIL 122065";"R";"";"69";"";"P";"802361";"90";"1";"";"";"KG";"188";"0";"0";"6923016X-25-KG";"25";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0200";"DG";"730";"3/9/2021 9:28:00 AM"
"6923017Y";"CUMIN ALDEHYDE";"R";"";"69";"";"P";"700410";"95";"1";"";"";"KG";"3";"0";"0";"6923017Y-5-KG";"5";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"";"240";"2/9/2021 4:24:00 PM"
"6923018Z";"COUMARIN CHINESE <=> 6923045A";"R";"";"69";"Incoming Date";"P";"700210";"90";"1";"";"";"KG";"550";"0";"0";"6923018Z-50-KG";"50";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8312";"";"1030";"6/27/2020 12:00:00 AM"
"6923019A";"GREEN TEA FANN # J12187 <=> 6923010R";"R";"";"69";"SLRS";"P";"801101";"30";"1";"";"";"KG";"45";"0";"0";"6923019A-25-KG";"25";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"";"365";"11/22/2019 1:54:00 PM"
"6923020B";"GLYCINE (USP 31) (STOP ORDER) CI 6923055K";"R";"";"69";"";"P";"801551";"60";"1";"";"";"KG";"0";"0";"0";"6923020B-150-KG";"150";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0310";"";"730";"8/31/2020 4:53:00 PM"
"6923021C";"GUAIACOL W253200";"R";"";"69";"INC-SBFA";"P";"700320";"120";"1";"";"";"KG";"2.2";"0";"0";"6923021C-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"";"1825";"3/16/2021 1:22:00 PM"
"6923024F";"GREEN BEAN COFFEE AP1 G3 40 DEF (STOP ORDER) 6923057M";"R";"";"69";"Incoming date";"P";"801961";"30";"1";"";"";"KG";"1000";"0";"0";"6923024F-25-KG";"25";"LI";"P";"FE";"";"0";"0";"0";"0";"F";"";"0312";"NON DG";"365";"2/25/2021 3:36:00 PM"
"6923024F";"GREEN BEAN COFFEE AP1 G3 40 DEF (STOP ORDER) 6923057M";"R";"";"69";"Incoming date";"P";"801961";"30";"1";"";"";"KG";"1000";"0";"0";"6923024F-50-KG";"50";"LI";"P";"FE";"";"0";"0";"0";"0";"F";"";"0312";"NON DG";"365";"2/25/2021 3:36:00 PM"
"6923025G";"CUMIN OIL 4010000283";"R";"";"69";"";"P";"802101";"90";"1";"";"";"KG";"1";"0";"0";"6923025G-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"DG";"730";"1/4/2021 1:50:00 PM"
"6923050F";"C. MARSH GRAPEFRUIT CONC JUICE BX50 <=> 6923047C<=>4623598G";"R";"";"69";"SLRS";"P";"700830";"90";"1";"";"";"KG";"3360";"0";"0";"6923050F-19320-KG";"19320";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0000";"";"1095";"1/18/2021 9:33:00 AM"
"6923055K";"GLYCINE (USP 39) EX HEBEI HUAHENG";"R";"";"69";"Incoming date";"P";"801801";"90";"1";"";"";"KG";"170";"0";"0";"6923055K-75-KG";"75";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0212";"";"730";"3/16/2021 1:22:00 PM"
"6924000T";"GERANIOL";"R";"";"69";"INC-SBFA";"P";"700410";"95";"1";"";"";"KG";"800";"0";"0";"6924000T-340-KG";"340";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"R-5";"730";"1/20/2021 12:36:00 AM"
"6924001U";"GERANYL ACETATE 60";"R";"";"69";"";"P";"700410";"95";"1";"";"";"KG";"230";"0";"0";"6924001U-360-KG";"360";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0210";"R-10";"730";"3/15/2021 9:34:00 PM"
"6924002V";"GERANYL PROPIONATE 0000488";"R";"";"69";"INC-SBFA";"P";"700572";"60";"1";"";"";"KG";"2.06";"0";"0";"6924002V-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0310";"";"730";"3/24/2021 3:34:00 PM"
"6924003W";"GERANIOL FINE 98% MIN 762238 <=> 6924012F";"R";"";"69";"INC-SBFA";"P";"700720";"110";"1";"";"";"KG";"206";"0";"0";"6924003W-180-KG";"180";"LI";"P";"FL";"";"0";"0";"0";"180";"F";"";"0310";"";"730";"3/24/2021 3:34:00 PM"
"6924006Z";"GERANYL FORMATE";"R";"";"69";"";"P";"700410";"90";"1";"";"";"KG";"0.52";"0";"0";"6924006Z-5-KG";"5";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"";"365";"1/13/2021 4:17:00 PM"
"6924008B";"DIPHENYL OXIDE (STOP ORDER) CI 6924013G";"R";"";"69";"";"P";"700250";"75";"1";"";"";"KG";"0";"0";"0";"6924008B-50-KG";"50";"LI";"P";"FLFR";"";"0";"0";"0";"25";"F";"";"0310";"";"730";"12/7/2019 2:24:00 PM"
"6924013G";"DIPHENYL OXIDE  <=> 6924014H";"R";"";"69";"INCOMING DATE";"P";"700410";"95";"1";"";"";"KG";"48";"0";"0";"6924013G-50-KG";"50";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"02100";"NON DG";"730";"4/6/2021 6:15:00 PM"
"6925012V";"SESAME OIL (MINYAK WIJEN)";"R";"";"69";"SLRS";"P";"800791";"6";"1";"";"";"KG";"12";"0";"0";"6925012V-0.179-KG";"0.179";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0200";"";"365";"2/23/2021 4:38:00 PM"
"6925013W";"COCONUT OIL BARCO";"R";"";"69";"";"P";"801141";"14";"1";"";"";"KG";"1300";"0";"0";"6925013W- 17-KG";"17";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0310";"";"365";"4/6/2021 4:49:00 PM"
"6925016Z";"COCOA POWDER BT1000A";"R";"";"69";"SLRS";"P";"802471";"30";"1";"";"";"KG";"85";"0";"0";"6925016Z-25-KG";"25";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0212";"";"365";"9/8/2020 6:57:00 AM"
"6925017A";"SPRAY DRY INSTANT COFFEE AC SO4-23";"R";"";"69";"SLRS";"P";"801401";"60";"1";"";"";"KG";"53.5";"0";"0";"6925017A-30-KG";"30";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0312";"";"720";"1/4/2021 1:50:00 PM"
"6925018B";"COCOA POWDER WIND MOLLEN A-000-TA (STOP ORDER) CI 6925034R";"R";"";"69";"SLRS";"P";"801431";"30";"1";"";"";"KG";"0";"0";"0";"6925018B-25-KG";"25";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0312";"";"540";"12/7/2019 2:26:00 PM"
"6925019C";"COFFEE BEANS ROBUSTA LOWER GRADE (VERIFIKASI 26-Nov-12)";"R";"";"69";"SLRS";"P";"800191";"30";"1";"";"";"KG";"42";"0";"0";"6925019C-30-KG";"30";"LI";"P";"";"";"0";"0";"0";"0";"F";"";"0312";"";"720";"4/6/2021 4:52:00 PM"
"6925019C";"COFFEE BEANS ROBUSTA LOWER GRADE (VERIFIKASI 26-Nov-12)";"R";"";"69";"SLRS";"P";"800191";"30";"1";"";"";"KG";"42";"0";"0";"6925019C-5-KG";"5";"LI";"P";"";"";"0";"0";"0";"0";"F";"";"0312";"";"720";"4/6/2021 4:52:00 PM"
"6925023G";"COCOA LIQUID EXTRACT 10000030";"R";"";"69";"";"P";"800331";"30";"1";"";"";"KG";"20";"0";"0";"6925023G-25- KG";"25";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"";"365";"4/6/2021 6:04:00 PM"
"6925024H";"COSMOCIL CQ";"R";"";"69";"SLRS";"P";"801781";"120";"1";"";"";"KG";"3400";"0";"0";"6925024H-25-KG";"25";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"";"730";"3/19/2021 9:33:00 PM"
"6925026J";"COFFEE BEANS ARABICA MANDHELING G1 (STOP ORDER) CI 6925036T";"R";"";"69";"SLRS";"P";"801961";"14";"1";"";"";"KG";"0";"0";"0";"6925026J-25-KG";"25";"LI";"P";"FE";"";"0";"0";"0";"50";"F";"";"0212";"";"365";"12/7/2019 2:27:00 PM"
"6932015A";"SHALLOT (BAWANG MERAH BREBES)";"R";"";"69";"";"P";"800331";"30";"1";"";"";"KG";"0";"0";"0";"6932015A-6200-KG";"6200";"LI";"P";"";"";"0";"0";"0";"1";"F";"";"0210";"";"7";"3/4/2017 9:36:00 AM"
"6932022H";"SIPERNAT 22 S";"R";"";"69";"Incoming date";"P";"803031";"90";"1";"";"";"KG";"300";"0";"0";"6932022H-12.5-KG";"12.5";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0312";"NON DG";"365";"2/26/2021 5:18:00 PM"
"6932022H";"SIPERNAT 22 S";"R";"";"69";"Incoming date";"P";"803031";"90";"1";"";"";"KG";"300";"0";"0";"6932022H-300-KG";"300";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0312";"NON DG";"365";"2/26/2021 5:18:00 PM"
"6932028N";"SUGAR LACTONE 3% IN PG EX SODA<=> 6932168K";"R";"";"69";"";"P";"801371";"60";"1";"";"";"KG";"47";"0";"0";"6932028N-5-KG";"5";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0110";"";"365";"2/22/2021 5:02:00 PM"
"6932033S";"METHYL SULPHIDE A GRADE <=>6932153H<=>6932164G<=>1232164T";"R";"";"69";"INC-SBFA";"P";"700160";"105";"1";"";"";"KG";"250";"0";"0";"6932033S-20-KG";"20";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"01101";"DG";"365";"4/5/2021 6:42:00 PM"
"6932035U";"DIPROPYLENE GLYCOL SHELL<=>6932112S <=> 6932155J<=>6932173P";"R";"";"69";"";"P";"801411";"60";"1";"";"";"KG";"5590";"0";"0";"6932035U-215-KG";"215";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"";"730";"6/27/2020 12:00:00 AM"
"6932038X";"SHALLOT HYPERMART";"R";"";"69";"SLRS";"P";"800791";"7";"1";"";"";"KG";"0";"0";"0";"6932038DX-1-KG";"1";"LI";"P";"";"";"0";"0";"0";"0";"F";"";"0312";"";"3";"8/29/2017 2:18:00 PM"
"6932038X";"SHALLOT HYPERMART";"R";"";"69";"SLRS";"P";"800791";"7";"1";"";"";"KG";"0";"0";"0";"6932038X-1-KG";"1";"LI";"P";"";"";"0";"0";"0";"0";"F";"";"0312";"";"3";"8/29/2017 2:18:00 PM"
"6932039Y";"SIRIH LEAF (BIOFARINDO)";"R";"";"69";"SLRS";"P";"801451";"30";"1";"";"";"KG";"0";"0";"0";"6932039Y-1.5-KG";"1.5";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0112";"";"4";"3/6/2019 3:24:00 PM"
"6932040Z";"CITRAL Ex SHANGHAI PU-JIE<=>6932169L<=>6932175R";"R";"";"69";"INC-SBFA";"P";"700650";"75";"1";"";"";"KG";"250";"0";"0";"6932040Z-170-KG";"170";"LI";"P";"FLFR";"";"0";"0";"0";"1";"F";"";"0310";"";"365";"2/25/2021 10:47:00 AM"
"6932040Z";"CITRAL Ex SHANGHAI PU-JIE<=>6932169L<=>6932175R";"R";"";"69";"INC-SBFA";"P";"700650";"75";"1";"";"";"KG";"250";"0";"0";"6932040Z-25-KG";"25";"LI";"P";"FLFR";"";"0";"0";"0";"1";"F";"";"0310";"";"365";"2/25/2021 10:47:00 AM"
"6932043C";"CYCLOGALBANATE";"R";"";"69";"";"P";"700410";"95";"1";"";"";"KG";"90";"0";"0";"6932043C-100-KG";"100";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"";"730";"2/27/2021 3:49:00 PM"
"6932044D";"JASMACYCLENE <=> 6932181X";"R";"";"69";"Incoming date";"P";"700410";"95";"1";"";"";"KG";"750";"0";"0";"6932044D-200-KG";"200";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"NON DG";"730";"2/27/2021 3:49:00 PM"
"6932045E";"JASMAPRUNAT<=>6932167J";"R";"";"69";"";"P";"700410";"95";"1";"";"";"KG";"11.5";"0";"0";"6932045E-5-KG";"5";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"";"730";"1/4/2021 1:50:00 PM"
"6932046F";"STYRONE (CINNAMIC ALCOHOL)";"R";"";"69";"";"P";"700410";"95";"1";"";"";"KG";"40";"0";"0";"6932046F-25-KG";"25";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"";"730";"3/23/2021 2:33:00 PM"
"6932047G";"DIHYDROMYRCENOL <=> 6932148C";"R";"";"69";"Incoming Date";"P";"700410";"95";"1";"";"";"KG";"1500";"0";"0";"6932047G-1440-KG";"1440";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8210";"";"665";"3/26/2021 10:53:00 AM"
"6932048H";"DIMETHYL BENZYL CARBINYL BUTYRATE <=>6932161D";"R";"";"69";"";"P";"700410";"95";"1";"";"";"KG";"65";"0";"0";"6932048H-25-KG";"25";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0210";"";"730";"2/1/2020 12:00:00 AM"
"6932049I";"CITRATHAL";"R";"";"69";"";"P";"700410";"95";"1";"";"";"KG";"1.65";"0";"0";"6932049I-200-KG";"200";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"DG";"730";"1/4/2021 1:50:00 PM"
"6932050J";"CITRONELLOL <=> 6932070D <=> 6932076J <=> 6932163F";"R";"";"69";"INC-SBFA";"P";"700410";"95";"1";"";"";"KG";"735";"0";"0";"6932050J-540-KG";"540";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"";"730";"5/19/2020 12:57:00 PM"
"6932075I";"CITRONELLAL";"R";"";"69";"Incoming date";"P";"700410";"95";"1";"";"";"KG";"30";"0";"0";"6932075I-20-KG";"20";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"";"730";"3/23/2021 2:28:00 PM"
"6932076J";"CITRONELLOL 950 <=> 6932050J <=> 6932070D <=> 6932163F";"R";"";"69";"INC-SBFA";"P";"700560";"110";"1";"";"";"KG";"735";"0";"0";"6932076J-180-KG";"180";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"";"730";"12/7/2019 2:39:00 PM"
"6932077K";"DIACETYL D23700 <=> 6932160C";"R";"";"69";"Incoming date";"P";"801371";"90";"1";"";"";"KG";"22";"0";"0";"6932077K-5-KG";"5";"LI";"P";"FL";"";"0";"0";"0";"1.4";"F";"";"02101";"DG";"365";"3/17/2021 9:51:00 PM"
"6932079L";"CITRONELLYL PROPIONATE S 0001323";"R";"";"69";"INC-SBFA";"P";"700520";"60";"1";"";"";"KG";"1";"0";"0";"6932079L-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0310";"";"365";"3/24/2021 3:34:00 PM"
"6932081N";"CITRONELLYL ACETATE PURE <=> 6932152G <=> 6932162E";"R";"";"69";"INC-SBFA";"P";"801371";"90";"1";"";"";"KG";"240";"0";"0";"6932081N-1-KG";"1";"LI";"P";"FLFR";"";"0";"0";"0";"1";"F";"";"0210";"";"730";"3/24/2021 2:59:00 PM"
"6932082O";"CYCLOHEXYL BUTYRATE 0000292";"R";"";"69";"";"P";"700572";"60";"1";"";"";"KG";"0.15";"0";"0";"6932082O-0.1-KG";"0.1";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"9310";"";"730";"12/7/2019 9:18:00 AM"
"6932084Q";"CYCLOHEXYL ACETATE 0000291";"R";"";"69";"";"P";"700572";"60";"1";"";"";"KG";"0.45";"0";"0";"6932084Q-5-KG";"5";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0210";"DG";"730";"4/5/2021 7:08:00 PM"
"6932085R";"2,5-DIMETHYL PYRAZINE 9903";"R";"";"69";"INC-SBFA";"P";"700250";"90";"1";"";"";"KG";"0.34";"0";"0";"6932085R-1-KG";"1";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0210";"";"365";"4/6/2021 7:33:00 PM"
"6932086S";"CINNAMYL ACETATE 0000306";"R";"";"69";"";"P";"700572";"60";"1";"";"";"KG";"1.2";"0";"0";"6932086S-2-KG";"2";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"";"730";"3/24/2021 3:34:00 PM"
"6932087T";"2,6-DIMETHOXYPHENOL W313718";"R";"";"69";"INC-SBFA";"P";"700320";"120";"1";"";"";"KG";"0.45";"0";"0";"6932087T-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0312";"";"1825";"9/15/2020 2:13:00 PM"
"6932088U";"DIETHYL MALONATE W237507";"R";"";"69";"INC-SBFA";"P";"700320";"120";"1";"";"";"KG";"96";"0";"0";"6932088U-25-KG";"25";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0310";"";"1825";"2/20/2021 4:28:00 AM"
"6932089V";"SHRIMP POWDER PS002";"R";"";"69";"SLRS";"P";"801781";"90";"1";"";"";"KG";"300";"0";"0";"6932089V-25-KG";"25";"LI";"P";"FN";"";"0";"0";"0";"0";"F";"";"1202";"";"730";"11/5/2020 11:52:00 PM"
"6932091X";"CINNAMYL ISOVALERATE 0000314";"R";"";"69";"";"P";"700572";"90";"1";"";"";"KG";"6";"0";"0";"6932091X-5-KG";"5";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"";"730";"3/6/2021 12:32:00 AM"
"6932092Y";"CINNAMYL ISOBUTYRATE 0000308";"R";"";"69";"INC-SBFA";"P";"700520";"60";"1";"";"";"KG";"2.1";"0";"0";"6932092Y-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0310";"";"730";"3/8/2021 6:55:00 PM"
"6932093Z";"CINNAMYL BUTYRATE 0000307";"R";"";"69";"";"P";"700572";"85";"1";"";"";"KG";"0.1";"0";"0";"6932093Z-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0310";"";"730";"3/10/2021 4:44:00 PM"
"6932095B";"DIMETHYL PHENYL ETHYL CARBINOL";"R";"";"69";"";"P";"700410";"95";"1";"";"";"KG";"2.37";"0";"0";"6932095B-2-KG";"2";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"";"730";"2/17/2021 3:59:00 AM"
"6932095B";"DIMETHYL PHENYL ETHYL CARBINOL";"R";"";"69";"";"P";"700410";"95";"1";"";"";"KG";"2.37";"0";"0";"6932095B-5-KG";"5";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"";"730";"2/17/2021 3:59:00 AM"
"6932096C";"L-(+)-TARTARIC ACID W304409";"R";"";"69";"";"P";"700320";"120";"1";"";"";"KG";"0.1";"0";"0";"6932096C-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"1";"F";"";"0312";"";"1825";"12/22/2020 3:32:00 PM"
"6932097D";"SHIITAKE EXTRACT POWDER T-31";"R";"";"69";"";"P";"700610";"90";"1";"";"";"KG";"0";"0";"0";"6932097D-5-KG";"5";"LI";"P";"FL";"";"0";"0";"0";"10";"F";"";"0302";"";"365";"4/6/2021 4:40:00 PM"
"6932132M";"DIHYDROCARVYL ACETATE 3621504 (STOP ORDER) CI 6932177T";"R";"";"69";"INC-SBFA";"P";"700520";"85";"1";"";"";"KG";"6.5";"0";"0";"6932132M-5-KG";"5";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"03100";"NON DG";"730";"3/24/2021 3:34:00 PM"
"6932135P";"CIS-JASMONATE LCP 2311188810 <=>6932171N";"R";"";"69";"Incoming date";"P";"700160";"90";"1";"";"";"KG";"3.2";"0";"0";"6932135P-5-KG";"5";"LI";"P";"FLFR";"";"0";"0";"0";"1";"F";"";"0110";"";"365";"3/9/2021 9:28:00 AM"
"6932141V";"DIMETHYL BENZYL CARBINYL ACETATE <=>6932178U";"R";"";"69";"Incoming date";"P";"700410";"90";"1";"";"";"KG";"425";"0";"0";"6932141V-200-KG";"200";"LI";"P";"FLFR";"";"0";"0";"0";"15";"F";"";"03100";"NON DG";"730";"4/6/2021 7:33:00 PM"
"6932142W";"2,6-DIMETHYLPYRAZINE";"R";"";"69";"INC-SBFA";"P";"700410";"90";"1";"";"";"KG";"0.3";"0";"0";"6932142W-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0110";"DG";"730";"4/6/2021 7:33:00 PM"
"6932143X";"METHYL CORYLONE <=> 1232295U<=>6932170M";"R";"";"69";"Incoming date";"P";"700410";"90";"1";"";"";"KG";"5";"0";"0";"6932143X-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"1";"F";"";"0112";"";"730";"2/11/2021 4:23:00 PM"
"6932144Y";"CINNAMIC ALDEHYDE (KOSHER)";"R";"";"69";"";"P";"801371";"90";"1";"";"";"KG";"7.5";"0";"0";"6932144Y- 1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"";"365";"4/6/2021 7:33:00 PM"
"6932145Z";"SCLAREOLIDE";"R";"";"69";"Incoming date";"P";"700250";"75";"1";"";"";"KG";"0.36";"0";"0";"6932145Z-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0312";"";"360";"2/10/2021 4:46:00 PM"
